0.969	0.21
5.041	0.608
8.531	1.149
11.633	1.727
13.959	2.342
16.286	2.92
17.837	3.57
19.388	4.148
21.327	4.834
22.878	5.412
25.204	6.062
27.143	6.532
30.633	6.929
34.122	6.713
36.449	6.207
38.388	5.737
39.939	5.304
41.102	4.798
43.041	4.184
44.98	3.461
46.918	2.811
48.857	2.197
51.959	1.583
54.673	1.149
58.551	0.752
61.653	0.391
64.367	0.138
67.857	0.066
72.51	-0.007
78.714	-0.079
84.143	-0.079
91.122	-0.115
98.102	-0.079
104.694	-0.079
110.898	-0.115
117.878	-0.115
125.633	-0.115
131.449	-0.079
138.816	-0.079
145.408	-0.368
149.286	-0.729
151.224	-1.09
153.551	-1.488
155.878	-2.03
157.816	-2.499
159.367	-3.041
160.918	-3.583
162.469	-4.053
163.633	-4.522
164.796	-5.1
165.959	-5.642
166.735	-6.184
167.51	-6.69
168.673	-7.195
170.224	-7.737
171	-8.243
171.776	-8.64
172.939	-9.038
174.49	-9.544
176.041	-10.013
177.204	-10.447
178.755	-10.844
180.694	-11.241
183.408	-11.458
186.51	-11.53
190	-11.422
193.102	-11.133
195.041	-10.808
196.204	-10.483
197.367	-9.977
198.918	-9.435
199.694	-8.966
200.857	-8.46
202.02	-7.954
202.796	-7.521
203.571	-7.087
204.735	-6.654
205.898	-6.184
206.673	-5.642
207.837	-5.172
209.776	-4.522
210.939	-3.944
212.49	-3.258
214.429	-2.716
215.98	-2.066
217.918	-1.668
219.469	-1.307
221.408	-1.054
223.347	-0.837
225.286	-0.657
226.837	-0.404
228.776	-0.259
234.204	-0.043
240.408	-0.043
247	-0.079
252.816	-0.079
260.184	-0.079
265.612	-0.043
271.816	-0.043
276.857	-0.043
283.061	-0.043
287.714	-0.043
292.755	-0.043
298.571	-0.043
302.449	-0.043
306.327	0.03
309.816	0.319
313.694	0.788
316.02	1.258
317.959	1.655
319.898	2.233
321.449	2.667
323	3.281
324.163	3.823
324.939	4.22
326.878	4.798
328.041	5.376
329.204	5.882
330.755	6.857
332.694	7.76
334.245	8.266
336.571	8.736
338.51	9.061
341.612	9.061
343.551	8.627
345.102	8.158
346.265	7.796
347.429	7.291
348.98	6.713
350.143	6.099
350.918	5.665
351.694	5.159
352.857	4.654
354.408	4.076
355.571	3.57
356.347	3.136
358.286	2.631
360.224	2.161
361.776	1.727
364.102	1.258
366.429	0.824
369.143	0.463
371.857	0.21
374.571	0.138
377.092	0.102